interaction_id,customer_id,interaction_type,interaction_date,channel,duration_minutes,resolution_status,satisfaction_score
INT_005995,CUST_009264,Product Question,2024-03-03,Phone,11,Resolved,7
INT_005996,CUST_004291,Support Call,2025-01-28,Phone,46,Escalated,1
INT_005997,CUST_003048,Support Call,2025-01-18,Phone,53,Pending,6
INT_005998,CUST_002068,Product Question,2025-05-14,In-Store,15,Resolved,6
INT_005999,CUST_009628,Feedback,2024-11-23,Phone,16,Pending,5
INT_006000,CUST_001873,Billing Issue,2025-05-05,Email,24,Resolved,5
INT_006001,CUST_005289,Email Inquiry,2023-10-16,Email,24,Resolved,6
INT_006002,CUST_006819,Chat Session,2024-10-25,Phone,12,Resolved,9
INT_006003,CUST_000366,Email Inquiry,2024-02-03,Email,18,Resolved,6
INT_006004,CUST_003610,Complaint,2024-09-12,Email,49,Resolved,3
INT_006005,CUST_004536,Return Request,2025-01-04,Social Media,26,Resolved,6
INT_006006,CUST_000918,Complaint,2025-03-31,Phone,54,Closed,3
INT_006007,CUST_006476,Product Question,2023-07-15,In-Store,29,Resolved,4
INT_006008,CUST_007746,Chat Session,2024-11-16,Chat,7,Pending,8
INT_006009,CUST_005377,Return Request,2025-01-26,Email,25,Resolved,4
INT_006010,CUST_004247,Product Question,2024-03-25,Phone,12,Resolved,3
INT_006011,CUST_005989,Product Question,2024-05-13,Email,28,Resolved,6
INT_006012,CUST_004006,Email Inquiry,2024-05-07,Phone,19,Resolved,7
INT_006013,CUST_006083,Feedback,2025-04-23,Email,15,Pending,8
INT_006014,CUST_008031,Billing Issue,2023-09-28,Email,51,Closed,6
INT_006015,CUST_001106,Feedback,2024-01-07,Phone,21,Resolved,9
INT_006016,CUST_009612,Chat Session,2023-10-22,In-Store,10,Resolved,7
INT_006017,CUST_001469,Feedback,2024-07-26,Chat,7,Resolved,7
INT_006018,CUST_007403,Feedback,2025-05-09,In-Store,7,Escalated,7
INT_006019,CUST_007921,Support Call,2025-04-01,Phone,37,Resolved,5
INT_006020,CUST_007865,Chat Session,2025-06-12,Phone,22,Resolved,9
INT_006021,CUST_004867,Email Inquiry,2024-09-23,Chat,13,Escalated,4
INT_006022,CUST_002935,Support Call,2024-09-02,Email,37,Resolved,8
INT_006023,CUST_005455,Chat Session,2023-12-23,Chat,6,Resolved,9
INT_006024,CUST_000449,Return Request,2025-03-03,Phone,21,Pending,6
INT_006025,CUST_008927,Email Inquiry,2024-07-24,In-Store,23,Pending,6
INT_006026,CUST_002261,Product Question,2024-12-09,Phone,17,Pending,4
INT_006027,CUST_004323,Billing Issue,2025-06-22,Chat,49,Resolved,1
INT_006028,CUST_007511,Return Request,2024-01-15,Phone,11,Resolved,4
INT_006029,CUST_007176,Product Question,2025-03-21,Phone,28,Resolved,4
INT_006030,CUST_002753,Return Request,2024-06-09,Phone,28,Pending,5
INT_006031,CUST_009673,Billing Issue,2025-01-15,In-Store,48,Closed,7
INT_006032,CUST_001307,Return Request,2025-06-19,Phone,29,Resolved,8
INT_006033,CUST_001219,Feedback,2024-07-18,Email,19,Pending,6
INT_006034,CUST_009119,Product Question,2024-10-19,Email,19,Resolved,7
INT_006035,CUST_007153,Complaint,2024-06-30,Email,59,Resolved,4
INT_006036,CUST_008645,Billing Issue,2025-05-02,Chat,21,Resolved,7
INT_006037,CUST_002734,Support Call,2024-01-04,Phone,24,Resolved,7
INT_006038,CUST_005354,Support Call,2025-04-06,In-Store,50,Closed,1
INT_006039,CUST_009331,Product Question,2024-09-23,Chat,14,Resolved,5
INT_006040,CUST_002833,Billing Issue,2024-11-25,Chat,48,Resolved,3
INT_006041,CUST_000281,Support Call,2024-06-24,In-Store,53,Escalated,4
INT_006042,CUST_001178,Billing Issue,2024-03-25,Chat,27,Resolved,3
INT_006043,CUST_005599,Feedback,2024-04-19,Email,22,Resolved,7
INT_006044,CUST_001886,Feedback,2025-04-24,Phone,6,Escalated,4
INT_006045,CUST_006306,Feedback,2025-01-19,Phone,8,Resolved,6
INT_006046,CUST_009833,Feedback,2024-12-12,Chat,14,Pending,8
INT_006047,CUST_009284,Return Request,2024-01-07,Email,27,Resolved,9
INT_006048,CUST_001656,Complaint,2024-05-26,Phone,25,Resolved,4
INT_006049,CUST_005482,Support Call,2024-06-18,Email,54,Resolved,6
INT_006050,CUST_009614,Complaint,2025-06-28,Phone,55,Closed,3
INT_006051,CUST_000394,Feedback,2025-03-10,Email,9,Resolved,7
INT_006052,CUST_004370,Complaint,2024-11-04,Phone,28,Closed,7
INT_006053,CUST_008516,Product Question,2023-08-07,Chat,26,Resolved,7
INT_006054,CUST_008241,Support Call,2024-05-11,Social Media,31,Closed,1
INT_006055,CUST_005636,Product Question,2025-04-24,Phone,20,Resolved,4
INT_006056,CUST_000470,Chat Session,2023-10-08,Chat,5,Resolved,7
INT_006057,CUST_001098,Email Inquiry,2025-02-14,Chat,14,Resolved,9
INT_006058,CUST_008715,Chat Session,2025-03-08,Phone,7,Pending,7
INT_006059,CUST_007899,Support Call,2025-03-25,Social Media,56,Resolved,7
INT_006060,CUST_001261,Chat Session,2025-04-02,Chat,22,Resolved,10
INT_006061,CUST_003020,Billing Issue,2023-07-15,Phone,57,Resolved,4
INT_006062,CUST_004638,Email Inquiry,2025-06-01,Email,11,Pending,8
INT_006063,CUST_000981,Product Question,2025-02-19,Phone,12,Resolved,8
INT_006064,CUST_003356,Return Request,2025-05-29,Email,23,Resolved,8
INT_006065,CUST_009290,Product Question,2024-09-17,In-Store,16,Resolved,7
INT_006066,CUST_004064,Feedback,2024-10-22,Phone,23,Resolved,6
INT_006067,CUST_005551,Email Inquiry,2024-06-02,Email,6,Pending,7
INT_006068,CUST_004739,Complaint,2024-07-08,Chat,23,Resolved,5
INT_006069,CUST_007505,Chat Session,2024-10-17,Chat,8,Resolved,10
INT_006070,CUST_000649,Complaint,2023-12-11,In-Store,47,Resolved,7
INT_006071,CUST_006909,Chat Session,2025-01-03,Phone,15,Resolved,6
INT_006072,CUST_000111,Feedback,2024-04-25,Chat,12,Pending,4
INT_006073,CUST_008090,Feedback,2024-07-04,Chat,13,Pending,5
INT_006074,CUST_004391,Return Request,2024-06-15,Email,13,Pending,4
INT_006075,CUST_005513,Chat Session,2024-01-16,Email,9,Escalated,4
INT_006076,CUST_006666,Return Request,2024-12-04,Email,19,Resolved,7
INT_006077,CUST_003713,Support Call,2024-05-28,Phone,42,Resolved,2
INT_006078,CUST_002215,Complaint,2024-09-28,Phone,16,Escalated,1
INT_006079,CUST_004930,Product Question,2025-03-11,Phone,17,Resolved,7
INT_006080,CUST_000639,Complaint,2024-03-11,Phone,59,Resolved,5
INT_006081,CUST_001707,Return Request,2025-05-24,Phone,23,Pending,8
INT_006082,CUST_003231,Complaint,2023-11-13,In-Store,33,Resolved,4
INT_006083,CUST_009948,Feedback,2024-08-07,Chat,19,Resolved,6
INT_006084,CUST_003262,Chat Session,2023-10-03,Phone,22,Escalated,5
INT_006085,CUST_005163,Email Inquiry,2025-06-12,Phone,12,Resolved,8
INT_006086,CUST_008147,Email Inquiry,2023-09-14,Phone,18,Resolved,9
INT_006087,CUST_006866,Product Question,2025-06-17,Phone,20,Resolved,5
INT_006088,CUST_006287,Return Request,2025-05-22,Phone,29,Resolved,6
INT_006089,CUST_005899,Billing Issue,2023-07-02,Phone,24,Resolved,2
INT_006090,CUST_001887,Support Call,2025-05-14,Chat,36,Resolved,6
INT_006091,CUST_003895,Product Question,2023-11-18,In-Store,12,Escalated,7
INT_006092,CUST_003955,Product Question,2024-07-27,Phone,11,Pending,7
INT_006093,CUST_008875,Email Inquiry,2025-03-26,In-Store,20,Resolved,9
INT_006094,CUST_002595,Complaint,2025-01-20,Chat,31,Resolved,8
INT_006095,CUST_003999,Chat Session,2024-12-29,Phone,23,Resolved,10
INT_006096,CUST_004260,Complaint,2025-05-24,Phone,54,Resolved,6
INT_006097,CUST_004594,Chat Session,2025-06-24,Email,10,Resolved,10
INT_006098,CUST_004193,Product Question,2023-11-23,Email,27,Pending,2
INT_006099,CUST_006319,Complaint,2025-02-01,Email,52,Pending,2
INT_006100,CUST_008885,Billing Issue,2025-06-06,Email,49,Resolved,5
INT_006101,CUST_008391,Billing Issue,2024-07-20,Phone,44,Escalated,2
INT_006102,CUST_005332,Email Inquiry,2025-02-08,Phone,17,Pending,5
INT_006103,CUST_009370,Feedback,2024-09-07,In-Store,10,Resolved,6
INT_006104,CUST_004452,Email Inquiry,2025-06-07,Email,11,Pending,6
INT_006105,CUST_006683,Chat Session,2024-11-04,Chat,22,Resolved,9
INT_006106,CUST_002682,Complaint,2025-03-01,Phone,23,Escalated,1
INT_006107,CUST_008879,Support Call,2024-09-26,In-Store,54,Resolved,6
INT_006108,CUST_005663,Return Request,2025-06-14,Phone,19,Escalated,4
INT_006109,CUST_005398,Feedback,2024-12-23,Email,8,Resolved,9
INT_006110,CUST_007353,Feedback,2024-08-12,Chat,21,Resolved,7
INT_006111,CUST_003457,Complaint,2024-04-18,Phone,36,Resolved,2
INT_006112,CUST_004254,Support Call,2025-03-17,In-Store,40,Escalated,1
INT_006113,CUST_002083,Product Question,2024-09-25,Chat,18,Resolved,3
INT_006114,CUST_003626,Email Inquiry,2024-10-06,In-Store,17,Resolved,7
INT_006115,CUST_009579,Complaint,2025-06-20,Phone,18,Resolved,5
INT_006116,CUST_005319,Chat Session,2025-04-12,Chat,6,Resolved,9
INT_006117,CUST_008155,Chat Session,2024-11-16,Phone,23,Resolved,9
INT_006118,CUST_005582,Billing Issue,2024-10-09,Social Media,49,Resolved,3
INT_006119,CUST_003231,Email Inquiry,2025-03-06,Chat,15,Escalated,4
INT_006120,CUST_000868,Return Request,2025-06-21,Chat,15,Resolved,7
INT_006121,CUST_009676,Email Inquiry,2024-01-11,Email,15,Closed,5
INT_006122,CUST_001096,Support Call,2025-04-19,Chat,35,Resolved,7
INT_006123,CUST_003972,Support Call,2025-01-23,Phone,37,Escalated,1
INT_006124,CUST_002580,Product Question,2025-05-10,In-Store,27,Resolved,8
INT_006125,CUST_001397,Chat Session,2025-06-11,In-Store,20,Closed,7
INT_006126,CUST_003938,Feedback,2024-03-16,Email,6,Resolved,7
INT_006127,CUST_000594,Support Call,2025-06-13,In-Store,53,Pending,7
INT_006128,CUST_009921,Feedback,2025-01-17,Phone,14,Resolved,6
INT_006129,CUST_008333,Support Call,2025-01-04,In-Store,35,Resolved,1
INT_006130,CUST_005936,Product Question,2024-06-09,Email,22,Resolved,5
INT_006131,CUST_009418,Product Question,2024-10-31,In-Store,24,Resolved,5
INT_006132,CUST_007070,Email Inquiry,2025-04-13,Email,14,Resolved,8
INT_006133,CUST_006792,Return Request,2025-05-03,Phone,29,Resolved,4
INT_006134,CUST_000193,Support Call,2025-04-21,Phone,34,Escalated,5
INT_006135,CUST_005089,Feedback,2024-05-27,In-Store,10,Resolved,7
INT_006136,CUST_003732,Product Question,2023-09-25,Email,17,Closed,8
INT_006137,CUST_000484,Chat Session,2024-10-31,Email,18,Resolved,7
INT_006138,CUST_007289,Chat Session,2024-04-02,Email,10,Resolved,7
INT_006139,CUST_006700,Complaint,2025-02-16,Phone,38,Closed,5
INT_006140,CUST_001171,Support Call,2024-10-20,Phone,46,Resolved,7
INT_006141,CUST_001540,Support Call,2024-02-28,Phone,25,Pending,1
INT_006142,CUST_005970,Product Question,2025-04-14,Phone,13,Resolved,8
INT_006143,CUST_001138,Product Question,2025-03-29,Phone,24,Resolved,3
INT_006144,CUST_006926,Chat Session,2025-06-09,Phone,20,Resolved,8
INT_006145,CUST_000421,Billing Issue,2024-09-09,Email,47,Pending,2
INT_006146,CUST_001582,Feedback,2024-03-22,Chat,23,Resolved,6
INT_006147,CUST_006809,Return Request,2024-05-05,Email,19,Pending,4
INT_006148,CUST_006048,Complaint,2024-02-06,Phone,36,Resolved,5
INT_006149,CUST_009186,Complaint,2025-06-11,Social Media,53,Resolved,5
INT_006150,CUST_009972,Feedback,2024-11-14,In-Store,13,Resolved,8
INT_006151,CUST_001601,Complaint,2023-08-07,Email,38,Closed,4
INT_006152,CUST_004590,Feedback,2025-06-17,In-Store,12,Resolved,8
INT_006153,CUST_006792,Product Question,2024-11-02,Email,22,Pending,6
INT_006154,CUST_007462,Support Call,2025-01-10,Social Media,29,Resolved,2
INT_006155,CUST_003483,Support Call,2023-08-02,Chat,52,Resolved,3
INT_006156,CUST_008030,Email Inquiry,2023-07-17,Email,23,Resolved,8
INT_006157,CUST_007803,Support Call,2024-05-08,Social Media,16,Escalated,2
INT_006158,CUST_005991,Billing Issue,2025-06-11,Email,15,Resolved,5
INT_006159,CUST_001948,Chat Session,2025-03-30,Email,19,Closed,6
INT_006160,CUST_005175,Product Question,2024-02-27,Email,13,Resolved,6
INT_006161,CUST_009053,Return Request,2025-05-19,In-Store,18,Escalated,6
INT_006162,CUST_007042,Chat Session,2025-02-28,Phone,7,Pending,6
INT_006163,CUST_009189,Feedback,2025-03-06,In-Store,8,Resolved,7
INT_006164,CUST_005740,Complaint,2024-11-11,In-Store,19,Resolved,1
INT_006165,CUST_006761,Complaint,2024-10-25,Email,33,Resolved,1
INT_006166,CUST_007353,Complaint,2024-10-20,Email,43,Escalated,2
INT_006167,CUST_004511,Complaint,2023-07-11,Chat,54,Resolved,8
INT_006168,CUST_008155,Chat Session,2025-03-26,Chat,16,Resolved,9
INT_006169,CUST_008463,Support Call,2024-06-13,Email,28,Pending,1
INT_006170,CUST_003185,Complaint,2024-05-05,Phone,17,Pending,7
INT_006171,CUST_007337,Chat Session,2025-01-28,Phone,8,Resolved,10
INT_006172,CUST_001470,Return Request,2025-06-11,Social Media,21,Resolved,7
INT_006173,CUST_005532,Support Call,2024-08-12,Phone,57,Resolved,5
INT_006174,CUST_009833,Chat Session,2024-06-06,Phone,11,Escalated,3
INT_006175,CUST_003077,Feedback,2025-06-09,Chat,23,Resolved,7
INT_006176,CUST_005568,Email Inquiry,2024-05-20,Phone,6,Resolved,7
INT_006177,CUST_003551,Support Call,2024-02-27,Chat,44,Pending,5
INT_006178,CUST_005356,Return Request,2024-10-01,In-Store,16,Pending,5
INT_006179,CUST_002764,Complaint,2024-12-30,Phone,53,Resolved,2
INT_006180,CUST_008604,Complaint,2024-12-29,Phone,57,Pending,6
INT_006181,CUST_000585,Feedback,2025-04-07,Phone,20,Pending,9
INT_006182,CUST_000785,Product Question,2023-07-30,Phone,19,Escalated,6
INT_006183,CUST_000374,Support Call,2025-04-15,Chat,51,Closed,3
INT_006184,CUST_007846,Support Call,2024-08-22,Phone,30,Resolved,8
INT_006185,CUST_007376,Billing Issue,2023-08-06,Email,48,Resolved,3
INT_006186,CUST_009643,Complaint,2024-03-05,Chat,27,Resolved,2
INT_006187,CUST_000290,Chat Session,2025-02-13,Chat,12,Pending,5
INT_006188,CUST_009377,Support Call,2025-04-05,Social Media,41,Closed,3
INT_006189,CUST_003744,Chat Session,2023-11-25,Chat,19,Resolved,6
INT_006190,CUST_003171,Email Inquiry,2025-02-16,Chat,17,Closed,6
INT_006191,CUST_005470,Feedback,2025-02-09,Chat,21,Resolved,7
INT_006192,CUST_001921,Feedback,2024-11-05,Phone,5,Escalated,4
INT_006193,CUST_003686,Billing Issue,2024-09-13,Social Media,45,Resolved,7
INT_006194,CUST_006840,Return Request,2024-12-21,Phone,11,Pending,6
INT_006195,CUST_006307,Chat Session,2023-12-21,Phone,5,Pending,5
INT_006196,CUST_006733,Return Request,2024-10-07,Phone,23,Pending,4
INT_006197,CUST_008738,Email Inquiry,2024-12-01,Social Media,16,Resolved,9
INT_006198,CUST_004082,Product Question,2023-12-26,Phone,11,Resolved,8
INT_006199,CUST_007200,Feedback,2023-10-04,Phone,23,Resolved,6
INT_006200,CUST_000246,Support Call,2024-12-31,Email,49,Pending,3
INT_006201,CUST_009835,Feedback,2023-09-28,In-Store,8,Resolved,8
INT_006202,CUST_005308,Product Question,2024-03-02,Social Media,15,Resolved,5
INT_006203,CUST_004940,Email Inquiry,2025-06-17,Phone,24,Resolved,7
INT_006204,CUST_009099,Chat Session,2025-04-23,Email,23,Resolved,6
INT_006205,CUST_006876,Support Call,2025-04-28,Phone,15,Resolved,7
INT_006206,CUST_004370,Complaint,2024-11-11,Email,56,Closed,4
INT_006207,CUST_001730,Feedback,2025-04-16,Phone,18,Resolved,8
INT_006208,CUST_006476,Support Call,2023-09-20,Phone,44,Resolved,6
INT_006209,CUST_003718,Complaint,2023-07-28,Phone,26,Resolved,6
INT_006210,CUST_000161,Feedback,2024-12-20,Phone,20,Resolved,9
INT_006211,CUST_008368,Complaint,2025-02-12,Chat,33,Resolved,1
INT_006212,CUST_001050,Email Inquiry,2024-02-16,Chat,19,Resolved,7
INT_006213,CUST_008442,Product Question,2025-04-18,In-Store,19,Resolved,5
INT_006214,CUST_002144,Return Request,2024-06-12,Chat,27,Resolved,7
INT_006215,CUST_002573,Email Inquiry,2025-03-05,Phone,19,Resolved,8
INT_006216,CUST_004326,Product Question,2024-02-11,In-Store,14,Escalated,2
INT_006217,CUST_002052,Support Call,2024-09-25,Phone,52,Closed,5
INT_006218,CUST_002299,Feedback,2024-01-17,Email,7,Resolved,8
INT_006219,CUST_001631,Product Question,2024-12-29,Email,29,Resolved,4
INT_006220,CUST_006398,Return Request,2024-01-18,Email,29,Resolved,5
INT_006221,CUST_006556,Support Call,2025-05-17,Phone,42,Resolved,2
INT_006222,CUST_005088,Feedback,2025-06-04,Chat,18,Resolved,8
INT_006223,CUST_005073,Email Inquiry,2024-08-14,Phone,10,Resolved,7
INT_006224,CUST_000913,Product Question,2024-09-08,Phone,22,Resolved,8
INT_006225,CUST_000160,Complaint,2023-11-26,Chat,20,Resolved,4
INT_006226,CUST_009613,Product Question,2024-10-10,Email,29,Escalated,2
INT_006227,CUST_003522,Email Inquiry,2024-10-25,Phone,9,Resolved,6
INT_006228,CUST_009023,Support Call,2025-06-25,In-Store,33,Closed,6
INT_006229,CUST_008543,Product Question,2025-06-06,Phone,24,Pending,7
INT_006230,CUST_005861,Complaint,2024-06-07,Phone,26,Resolved,2
INT_006231,CUST_009318,Billing Issue,2024-07-12,Phone,41,Escalated,4
INT_006232,CUST_002842,Email Inquiry,2025-04-02,Chat,9,Resolved,8
INT_006233,CUST_009138,Feedback,2024-03-13,Email,6,Resolved,6
INT_006234,CUST_003918,Product Question,2024-01-26,Email,15,Resolved,6
INT_006235,CUST_009144,Product Question,2024-12-22,In-Store,21,Resolved,4
INT_006236,CUST_000810,Billing Issue,2024-07-16,Email,23,Resolved,3
INT_006237,CUST_002415,Chat Session,2025-06-27,In-Store,24,Resolved,8
INT_006238,CUST_000262,Complaint,2024-11-22,Chat,49,Resolved,2
INT_006239,CUST_001515,Email Inquiry,2025-02-25,Phone,18,Escalated,4
INT_006240,CUST_002732,Billing Issue,2024-08-12,Phone,52,Resolved,1
INT_006241,CUST_007250,Complaint,2024-11-18,Email,39,Pending,2
INT_006242,CUST_001087,Billing Issue,2024-01-09,Phone,29,Resolved,8
INT_006243,CUST_008717,Billing Issue,2024-11-23,Phone,37,Resolved,2
INT_006244,CUST_008892,Chat Session,2024-12-02,Phone,23,Resolved,8
INT_006245,CUST_005548,Email Inquiry,2025-01-30,In-Store,19,Resolved,10
INT_006246,CUST_009746,Chat Session,2024-03-25,Phone,24,Resolved,9
INT_006247,CUST_009282,Feedback,2023-11-27,In-Store,6,Resolved,7
INT_006248,CUST_007821,Support Call,2025-03-01,Email,36,Escalated,3
INT_006249,CUST_007326,Support Call,2025-04-16,Social Media,20,Resolved,5
INT_006250,CUST_005324,Product Question,2025-06-02,Email,21,Resolved,5
INT_006251,CUST_004238,Return Request,2024-08-20,Phone,15,Resolved,4
INT_006252,CUST_007988,Complaint,2024-08-16,Phone,18,Resolved,6
INT_006253,CUST_001311,Return Request,2024-12-30,Email,13,Pending,7
INT_006254,CUST_005265,Support Call,2023-11-19,In-Store,23,Resolved,5
INT_006255,CUST_007273,Feedback,2023-09-04,Phone,7,Resolved,10
INT_006256,CUST_001264,Return Request,2024-02-14,Phone,24,Closed,4
INT_006257,CUST_000380,Feedback,2025-06-09,In-Store,21,Resolved,8
INT_006258,CUST_008260,Feedback,2025-04-08,Chat,16,Resolved,9
INT_006259,CUST_009198,Return Request,2023-08-18,Email,19,Resolved,7
INT_006260,CUST_005097,Complaint,2025-06-10,Phone,23,Resolved,6
INT_006261,CUST_007180,Product Question,2024-06-14,Phone,23,Escalated,6
INT_006262,CUST_003529,Chat Session,2025-03-09,Phone,14,Resolved,7
INT_006263,CUST_003745,Feedback,2025-02-12,Phone,5,Resolved,8
INT_006264,CUST_001803,Product Question,2025-02-02,Phone,26,Resolved,8
INT_006265,CUST_001353,Return Request,2024-07-10,Email,17,Closed,4
INT_006266,CUST_006933,Feedback,2024-10-30,In-Store,13,Closed,8
INT_006267,CUST_005241,Feedback,2023-08-19,In-Store,9,Resolved,6
INT_006268,CUST_001994,Email Inquiry,2025-05-30,Chat,17,Resolved,6
INT_006269,CUST_007917,Complaint,2025-01-02,Phone,16,Resolved,3
INT_006270,CUST_001651,Support Call,2025-06-30,In-Store,46,Resolved,1
INT_006271,CUST_008727,Return Request,2024-07-12,In-Store,27,Resolved,6
INT_006272,CUST_003218,Return Request,2025-02-05,Phone,29,Pending,7
INT_006273,CUST_000639,Complaint,2025-03-15,In-Store,21,Resolved,7
INT_006274,CUST_009805,Billing Issue,2023-12-04,In-Store,27,Closed,6
INT_006275,CUST_004678,Billing Issue,2025-05-18,Phone,26,Resolved,4
INT_006276,CUST_002104,Support Call,2024-03-27,Phone,39,Resolved,2
INT_006277,CUST_005480,Chat Session,2024-08-25,Social Media,7,Resolved,6
INT_006278,CUST_009985,Feedback,2025-04-28,Phone,24,Escalated,6
INT_006279,CUST_002577,Feedback,2024-04-28,In-Store,6,Resolved,9
INT_006280,CUST_001136,Feedback,2024-04-29,Chat,23,Resolved,6
INT_006281,CUST_007602,Email Inquiry,2024-04-18,Email,13,Resolved,7
INT_006282,CUST_006550,Product Question,2024-11-15,Chat,15,Resolved,5
INT_006283,CUST_007807,Return Request,2025-04-02,Email,13,Resolved,7
INT_006284,CUST_003835,Chat Session,2025-04-23,Email,9,Pending,6
INT_006285,CUST_002793,Email Inquiry,2025-02-01,Chat,13,Resolved,7
INT_006286,CUST_008975,Email Inquiry,2023-09-13,In-Store,11,Closed,5
INT_006287,CUST_005011,Email Inquiry,2025-02-07,In-Store,9,Resolved,5
INT_006288,CUST_008481,Email Inquiry,2024-06-30,Email,8,Resolved,9
INT_006289,CUST_009884,Complaint,2025-05-20,Phone,39,Closed,6
INT_006290,CUST_004383,Feedback,2024-12-07,Chat,15,Resolved,9
INT_006291,CUST_007481,Support Call,2024-02-01,Email,59,Pending,5
INT_006292,CUST_006966,Support Call,2024-11-25,Email,22,Resolved,3
INT_006293,CUST_005864,Billing Issue,2024-10-27,Email,28,Closed,1
INT_006294,CUST_001272,Chat Session,2025-06-11,Email,12,Resolved,9
INT_006295,CUST_009712,Billing Issue,2025-04-03,Chat,33,Pending,1
INT_006296,CUST_003874,Product Question,2024-07-21,Phone,20,Escalated,4
INT_006297,CUST_002745,Complaint,2025-06-06,Phone,49,Resolved,6
INT_006298,CUST_002165,Feedback,2024-06-29,Phone,24,Resolved,9
INT_006299,CUST_000797,Product Question,2024-11-06,Phone,19,Escalated,6
INT_006300,CUST_006724,Billing Issue,2024-07-11,Chat,52,Escalated,4
INT_006301,CUST_001272,Chat Session,2025-06-05,Chat,23,Closed,8
